,,,,,,
,,,,,,
Base Aggregate Report,,,,,,
,,,,,,
,,,,,,
,Base Number,Base Name,,Pick Up Date,Number of Trips,Number of Vehicles
,B00095,LIBERTY CAR SERVICE INC.,,01/07/2015, 447 , 82 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/07/2015, 546 , 76 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/07/2015, 473 , 152 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/07/2015," 1,097 ", 130 
,B00254,XYZ TWO WAY RADIO,,01/07/2015," 1,312 ", 304 
,B00280,FLEET RADIO DISPATCH CORP.,,01/07/2015, 240 , 81 
,B00310,WATSON CAR SERVICE INC.,,01/07/2015," 1,723 ", 146 
,B00381,BELL RADIO INC,,01/07/2015, 314 , 84 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/07/2015, 403 , 80 
,B00448,DIAL CAR INC.,,01/07/2015, 5 , 3 
,B00457,PREMIUM BRONX CORP,,01/07/2015," 1,373 ", 114 
,B00477,INTA-BORO ACRES INC,,01/07/2015, 556 , 139 
,B00552,HINO-MARU ENTERPRISES INC.,,01/07/2015, 38 , 26 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/07/2015, 22 , 8 
,B00837,CAREY LIMO N Y INC,,01/07/2015, 387 , 146 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/07/2015," 2,136 ", 683 
,B00919,HARLEM CARS INC.,,01/07/2015, 491 , 71 
,B00948,510 CAR SERVICE CORP,,01/07/2015, 605 , 60 
,B01066,DOMINICANA RAD DISP INC,,01/07/2015, 720 , 82 
,B01083,BROAD DYCKMAN C/S INC,,01/07/2015, 849 , 94 
,B01087,ELITE LIMO PLUS INC,,01/07/2015, 843 , 247 
,B01148,EVELYN CAR SERVICE INC,,01/07/2015, 500 , 63 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/07/2015, 273 , 82 
,B01282,NEW LOTS C/S INC,,01/07/2015," 1,064 ", 70 
,B01285,UNION RADIO DISPATCH INC,,01/07/2015," 1,377 ", 154 
,B01300,KENNEDY RAD DISP INC,,01/07/2015, 810 , 115 
,B01312,BROOKLYN RAD DISP INC,,01/07/2015," 1,108 ", 103 
,B01313,JOY CAR SERVICES INC.,,01/07/2015, 14 , 14 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/07/2015," 1,475 ", 149 
,B01341,A NEW DAY RAD DISP INC,,01/07/2015," 1,571 ", 163 
,b01346,ARECIBO C/S INC,,01/07/2015, 905 , 111 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/07/2015, 237 , 69 
,B01386,FENIX CAR SVCE CORP,,01/07/2015," 2,371 ", 193 
,B01522,"STM ENTERPRISES,INC",,01/07/2015, 98 , 15 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/07/2015, 346 , 54 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/07/2015, 763 , 131 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/07/2015, 9 , -   
,B01877,U.S.A. LIMO. INC.,,01/07/2015, 400 , 127 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/07/2015," 1,291 ", 118 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/07/2015, 52 , 19 
,B01984,NY 88 EXPRESS CORP.,,01/07/2015, 515 , 101 
,B01990,SUK INCORPORATED,,01/07/2015, 142 , 35 
,B02003,"AVALON CORPORATE CAR,INC.",,01/07/2015, 209 , 69 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/07/2015, 77 , 25 
,B02096,"CET GROUP, INC",,01/07/2015, 28 , 17 
,B02107,APOLLO RADIO DISPATCH INC.,,01/07/2015, 807 , 86 
,B02120,HARRISON GLOBAL LLC,,01/07/2015, 305 , 94 
,B02147,"MITA LIMOUSINE, INC.",,01/07/2015, 28 , 8 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,01/07/2015, 9 , 9 
,B02285,"VALERA GLOBAL, INC.",,01/07/2015, 241 , 86 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/07/2015, 14 , 8 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/07/2015, 23 , 6 
,B02566,GSL LIMOUSINES CORP.,,01/07/2015, 7 , 6 
,B02569,GOGREENRIDE INC.,,01/07/2015, 181 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/07/2015," 1,165 ", 112 
,B02715,GROUNDANYWHERE LLC,,01/07/2015, 242 , 76 
,B00013,LOVE CORP CAR INC,,01/08/2015, 484 , 111 
,B00014,NY ONE CORP CAR INC,,01/08/2015, 686 , 172 
,B00029,COMMUNITY CAR SVC CORP,,01/08/2015, 918 , 47 
,B00053,CHARGE AND RIDE INC,,01/08/2015, 113 , 60 
,B00095,LIBERTY CAR SERVICE INC.,,01/08/2015, 341 , 84 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/08/2015, 540 , 80 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/08/2015, 555 , 153 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/08/2015," 1,126 ", 130 
,B00254,XYZ TWO WAY RADIO,,01/08/2015," 1,496 ", 320 
,B00280,FLEET RADIO DISPATCH CORP.,,01/08/2015, 306 , 83 
,B00310,WATSON CAR SERVICE INC.,,01/08/2015," 1,809 ", 149 
,B00381,BELL RADIO INC,,01/08/2015, 332 , 87 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/08/2015, 370 , 82 
,B00448,DIAL CAR INC.,,01/08/2015, 4 , 2 
,B00457,PREMIUM BRONX CORP,,01/08/2015," 1,246 ", 115 
,B00477,INTA-BORO ACRES INC,,01/08/2015, 611 , 140 
,B00552,HINO-MARU ENTERPRISES INC.,,01/08/2015, 36 , 26 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/08/2015, 24 , 9 
,B00837,CAREY LIMO N Y INC,,01/08/2015, 466 , 154 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/08/2015," 2,557 ", 711 
,B00919,HARLEM CARS INC.,,01/08/2015, 716 , 70 
,B00948,510 CAR SERVICE CORP,,01/08/2015, 639 , 58 
,B01066,DOMINICANA RAD DISP INC,,01/08/2015, 735 , 84 
,B01083,BROAD DYCKMAN C/S INC,,01/08/2015, 979 , 107 
,B01087,ELITE LIMO PLUS INC,,01/08/2015, 931 , 255 
,B01148,EVELYN CAR SERVICE INC,,01/08/2015, 534 , 64 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/08/2015, 312 , 91 
,B01282,NEW LOTS C/S INC,,01/08/2015," 1,067 ", 70 
,B01285,UNION RADIO DISPATCH INC,,01/08/2015," 1,398 ", 149 
,B01300,KENNEDY RAD DISP INC,,01/08/2015, 823 , 113 
,B01312,BROOKLYN RAD DISP INC,,01/08/2015," 1,125 ", 106 
,B01313,JOY CAR SERVICES INC.,,01/08/2015, 26 , 25 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/08/2015," 1,535 ", 147 
,B01341,A NEW DAY RAD DISP INC,,01/08/2015," 1,680 ", 159 
,b01346,ARECIBO C/S INC,,01/08/2015, 942 , 110 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/08/2015, 252 , 71 
,B01386,FENIX CAR SVCE CORP,,01/08/2015," 2,517 ", 204 
,B01522,"STM ENTERPRISES,INC",,01/08/2015, 108 , 16 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/08/2015, 421 , 57 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/08/2015, 900 , 138 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/08/2015, 7 , -   
,B01877,U.S.A. LIMO. INC.,,01/08/2015, 383 , 127 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/08/2015," 1,247 ", 118 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/08/2015, 52 , 23 
,B01984,NY 88 EXPRESS CORP.,,01/08/2015, 491 , 94 
,B01990,SUK INCORPORATED,,01/08/2015, 112 , 36 
,B02003,"AVALON CORPORATE CAR,INC.",,01/08/2015, 259 , 83 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/08/2015, 108 , 30 
,B02096,"CET GROUP, INC",,01/08/2015, 21 , 14 
,B02107,APOLLO RADIO DISPATCH INC.,,01/08/2015, 825 , 89 
,B02120,HARRISON GLOBAL LLC,,01/08/2015, 310 , 106 
,B02147,"MITA LIMOUSINE, INC.",,01/08/2015, 46 , 11 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,01/08/2015, 6 , 6 
,B02285,"VALERA GLOBAL, INC.",,01/08/2015, 263 , 93 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/08/2015, 16 , 7 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/08/2015, 22 , 7 
,B02566,GSL LIMOUSINES CORP.,,01/08/2015, 5 , 5 
,B02569,GOGREENRIDE INC.,,01/08/2015, 196 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/08/2015," 1,180 ", 111 
,B02715,GROUNDANYWHERE LLC,,01/08/2015, 302 , 86 
,B00013,LOVE CORP CAR INC,,01/09/2015, 326 , 93 
,B00014,NY ONE CORP CAR INC,,01/09/2015, 510 , 158 
,B00029,COMMUNITY CAR SVC CORP,,01/09/2015," 1,159 ", 49 
,B00053,CHARGE AND RIDE INC,,01/09/2015, 95 , 52 
,B00095,LIBERTY CAR SERVICE INC.,,01/09/2015, 460 , 80 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/09/2015, 534 , 81 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/09/2015, 466 , 144 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/09/2015, 932 , 116 
,B00254,XYZ TWO WAY RADIO,,01/09/2015," 1,316 ", 279 
,B00280,FLEET RADIO DISPATCH CORP.,,01/09/2015, 271 , 79 
,B00310,WATSON CAR SERVICE INC.,,01/09/2015," 1,953 ", 150 
,B00381,BELL RADIO INC,,01/09/2015, 241 , 72 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/09/2015, 317 , 73 
,B00457,PREMIUM BRONX CORP,,01/09/2015," 1,588 ", 116 
,B00477,INTA-BORO ACRES INC,,01/09/2015, 432 , 135 
,B00552,HINO-MARU ENTERPRISES INC.,,01/09/2015, 36 , 22 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/09/2015, 21 , 8 
,B00837,CAREY LIMO N Y INC,,01/09/2015, 324 , 124 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/09/2015," 2,234 ", 693 
,B00919,HARLEM CARS INC.,,01/09/2015, 869 , 69 
,B00948,510 CAR SERVICE CORP,,01/09/2015, 688 , 61 
,B01066,DOMINICANA RAD DISP INC,,01/09/2015, 753 , 84 
,B01083,BROAD DYCKMAN C/S INC,,01/09/2015, 935 , 106 
,B01087,ELITE LIMO PLUS INC,,01/09/2015, 691 , 222 
,B01148,EVELYN CAR SERVICE INC,,01/09/2015, 497 , 66 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/09/2015, 231 , 76 
,B01282,NEW LOTS C/S INC,,01/09/2015," 1,001 ", 66 
,B01285,UNION RADIO DISPATCH INC,,01/09/2015," 1,471 ", 161 
,B01300,KENNEDY RAD DISP INC,,01/09/2015, 831 , 121 
,B01312,BROOKLYN RAD DISP INC,,01/09/2015, 636 , 102 
,B01313,JOY CAR SERVICES INC.,,01/09/2015, 62 , 45 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/09/2015," 1,508 ", 144 
,B01341,A NEW DAY RAD DISP INC,,01/09/2015," 1,730 ", 156 
,b01346,ARECIBO C/S INC,,01/09/2015, 887 , 108 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/09/2015, 164 , 54 
,B01386,FENIX CAR SVCE CORP,,01/09/2015," 2,771 ", 204 
,B01522,"STM ENTERPRISES,INC",,01/09/2015, 113 , 15 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/09/2015, 380 , 56 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/09/2015, 916 , 135 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/09/2015, 11 , -   
,B01877,U.S.A. LIMO. INC.,,01/09/2015, 294 , 104 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/09/2015," 1,016 ", 116 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/09/2015, 28 , 18 
,B01984,NY 88 EXPRESS CORP.,,01/09/2015, 464 , 87 
,B01990,SUK INCORPORATED,,01/09/2015, 132 , 36 
,B02003,"AVALON CORPORATE CAR,INC.",,01/09/2015, 215 , 67 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/09/2015, 72 , 27 
,B02096,"CET GROUP, INC",,01/09/2015, 10 , 10 
,B02107,APOLLO RADIO DISPATCH INC.,,01/09/2015," 1,012 ", 90 
,B02120,HARRISON GLOBAL LLC,,01/09/2015, 246 , 83 
,B02147,"MITA LIMOUSINE, INC.",,01/09/2015, 20 , 8 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,01/09/2015, 15 , 15 
,B02285,"VALERA GLOBAL, INC.",,01/09/2015, 223 , 86 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/09/2015, 11 , 5 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/09/2015, 16 , 5 
,B02566,GSL LIMOUSINES CORP.,,01/09/2015, 7 , 7 
,B02569,GOGREENRIDE INC.,,01/09/2015, 175 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/09/2015," 1,358 ", 111 
,B02715,GROUNDANYWHERE LLC,,01/09/2015, 246 , 70 
,B00013,LOVE CORP CAR INC,,01/10/2015, 117 , 54 
,B00014,NY ONE CORP CAR INC,,01/10/2015, 226 , 90 
,B00029,COMMUNITY CAR SVC CORP,,01/10/2015, 963 , 48 
,B00053,CHARGE AND RIDE INC,,01/10/2015, 49 , 31 
,B00095,LIBERTY CAR SERVICE INC.,,01/10/2015, 535 , 83 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/10/2015, 379 , 73 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/10/2015, 162 , 74 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/10/2015, 984 , 131 
,B00254,XYZ TWO WAY RADIO,,01/10/2015, 616 , 186 
,B00280,FLEET RADIO DISPATCH CORP.,,01/10/2015, 112 , 52 
,B00310,WATSON CAR SERVICE INC.,,01/10/2015," 2,016 ", 154 
,B00381,BELL RADIO INC,,01/10/2015, 84 , 34 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/10/2015, 149 , 39 
,B00457,PREMIUM BRONX CORP,,01/10/2015," 1,323 ", 119 
,B00477,INTA-BORO ACRES INC,,01/10/2015, 168 , 74 
,B00552,HINO-MARU ENTERPRISES INC.,,01/10/2015, 16 , 13 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/10/2015, 6 , 2 
,B00837,CAREY LIMO N Y INC,,01/10/2015, 172 , 68 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/10/2015," 1,686 ", 582 
,B00919,HARLEM CARS INC.,,01/10/2015, 689 , 69 
,B00948,510 CAR SERVICE CORP,,01/10/2015, 620 , 59 
,B01066,DOMINICANA RAD DISP INC,,01/10/2015, 996 , 83 
,B01083,BROAD DYCKMAN C/S INC,,01/10/2015," 1,103 ", 107 
,B01087,ELITE LIMO PLUS INC,,01/10/2015, 214 , 120 
,B01148,EVELYN CAR SERVICE INC,,01/10/2015, 579 , 61 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/10/2015, 70 , 32 
,B01282,NEW LOTS C/S INC,,01/10/2015," 1,089 ", 72 
,B01285,UNION RADIO DISPATCH INC,,01/10/2015," 1,636 ", 154 
,B01300,KENNEDY RAD DISP INC,,01/10/2015, 951 , 125 
,B01312,BROOKLYN RAD DISP INC,,01/10/2015, 440 , 75 
,B01313,JOY CAR SERVICES INC.,,01/10/2015, 9 , 6 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/10/2015," 1,767 ", 150 
,B01341,A NEW DAY RAD DISP INC,,01/10/2015," 1,123 ", 136 
,b01346,ARECIBO C/S INC,,01/10/2015," 1,032 ", 112 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/10/2015, 51 , 27 
,B01386,FENIX CAR SVCE CORP,,01/10/2015," 2,701 ", 196 
,B01522,"STM ENTERPRISES,INC",,01/10/2015, 89 , 16 
,B01614,R TRANSPORT INC,,01/10/2015, 2 , 2 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/10/2015, 405 , 52 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/10/2015, 913 , 140 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/10/2015, 8 , -   
,B01877,U.S.A. LIMO. INC.,,01/10/2015, 98 , 48 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/10/2015, 817 , 82 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/10/2015, 5 , 5 
,B01984,NY 88 EXPRESS CORP.,,01/10/2015, 273 , 79 
,B01990,SUK INCORPORATED,,01/10/2015, 92 , 27 
,B02003,"AVALON CORPORATE CAR,INC.",,01/10/2015, 41 , 26 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/10/2015, 27 , 10 
,B02096,"CET GROUP, INC",,01/10/2015, 6 , 6 
,B02107,APOLLO RADIO DISPATCH INC.,,01/10/2015," 1,017 ", 89 
,B02120,HARRISON GLOBAL LLC,,01/10/2015, 108 , 44 
,B02147,"MITA LIMOUSINE, INC.",,01/10/2015, 28 , 8 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,01/10/2015, 4 , 4 
,B02285,"VALERA GLOBAL, INC.",,01/10/2015, 47 , 25 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/10/2015, 19 , 7 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/10/2015, 9 , 4 
,B02566,GSL LIMOUSINES CORP.,,01/10/2015, 1 , 1 
,B02569,GOGREENRIDE INC.,,01/10/2015, 94 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/10/2015," 1,354 ", 111 
,B02715,GROUNDANYWHERE LLC,,01/10/2015, 135 , 53 
,B00013,LOVE CORP CAR INC,,01/11/2015, 144 , 59 
,B00014,NY ONE CORP CAR INC,,01/11/2015, 193 , 81 
,B00029,COMMUNITY CAR SVC CORP,,01/11/2015, 975 , 42 
,B00053,CHARGE AND RIDE INC,,01/11/2015, 46 , 26 
,B00095,LIBERTY CAR SERVICE INC.,,01/11/2015, 443 , 82 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/11/2015, 249 , 56 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/11/2015, 273 , 103 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/11/2015, 872 , 106 
,B00254,XYZ TWO WAY RADIO,,01/11/2015, 467 , 168 
,B00280,FLEET RADIO DISPATCH CORP.,,01/11/2015, 90 , 43 
,B00310,WATSON CAR SERVICE INC.,,01/11/2015," 1,745 ", 138 
,B00381,BELL RADIO INC,,01/11/2015, 93 , 39 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/11/2015, 161 , 40 
,B00457,PREMIUM BRONX CORP,,01/11/2015," 1,194 ", 108 
,B00477,INTA-BORO ACRES INC,,01/11/2015, 156 , 62 
,B00552,HINO-MARU ENTERPRISES INC.,,01/11/2015, 17 , 13 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/11/2015, 3 , 1 
,B00837,CAREY LIMO N Y INC,,01/11/2015, 330 , 105 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/11/2015," 1,888 ", 622 
,B00919,HARLEM CARS INC.,,01/11/2015, 621 , 74 
,B00948,510 CAR SERVICE CORP,,01/11/2015, 641 , 56 
,B01066,DOMINICANA RAD DISP INC,,01/11/2015, 786 , 79 
,B01083,BROAD DYCKMAN C/S INC,,01/11/2015, 999 , 98 
,B01087,ELITE LIMO PLUS INC,,01/11/2015, 231 , 113 
,B01148,EVELYN CAR SERVICE INC,,01/11/2015, 561 , 54 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/11/2015, 76 , 37 
,B01282,NEW LOTS C/S INC,,01/11/2015, 925 , 66 
,B01285,UNION RADIO DISPATCH INC,,01/11/2015," 1,646 ", 150 
,B01300,KENNEDY RAD DISP INC,,01/11/2015, 875 , 113 
,B01312,BROOKLYN RAD DISP INC,,01/11/2015, 550 , 75 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/11/2015," 1,567 ", 138 
,B01341,A NEW DAY RAD DISP INC,,01/11/2015, 849 , 120 
,b01346,ARECIBO C/S INC,,01/11/2015, 810 , 102 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/11/2015, 65 , 30 
,B01386,FENIX CAR SVCE CORP,,01/11/2015," 2,501 ", 186 
,B01522,"STM ENTERPRISES,INC",,01/11/2015, 89 , 16 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/11/2015, 355 , 49 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/11/2015, 816 , 127 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/11/2015, 9 , -   
,B01877,U.S.A. LIMO. INC.,,01/11/2015, 147 , 63 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/11/2015, 796 , 78 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/11/2015, 2 , 1 
,B01984,NY 88 EXPRESS CORP.,,01/11/2015, 72 , 38 
,B01990,SUK INCORPORATED,,01/11/2015, 60 , 18 
,B02003,"AVALON CORPORATE CAR,INC.",,01/11/2015, 83 , 43 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/11/2015, 32 , 13 
,B02096,"CET GROUP, INC",,01/11/2015, 5 , 3 
,B02107,APOLLO RADIO DISPATCH INC.,,01/11/2015, 904 , 85 
,B02120,HARRISON GLOBAL LLC,,01/11/2015, 171 , 57 
,B02147,"MITA LIMOUSINE, INC.",,01/11/2015, 20 , 7 
,B02285,"VALERA GLOBAL, INC.",,01/11/2015, 75 , 39 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/11/2015, 6 , 4 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/11/2015, 6 , 4 
,B02566,GSL LIMOUSINES CORP.,,01/11/2015, 5 , 5 
,B02569,GOGREENRIDE INC.,,01/11/2015, 64 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/11/2015," 1,220 ", 109 
,B02715,GROUNDANYWHERE LLC,,01/11/2015, 146 , 56 
,B00013,LOVE CORP CAR INC,,01/12/2015, 378 , 112 
,B00014,NY ONE CORP CAR INC,,01/12/2015, 591 , 164 
,B00029,COMMUNITY CAR SVC CORP,,01/12/2015," 1,177 ", 51 
,B00053,CHARGE AND RIDE INC,,01/12/2015, 99 , 56 
,B00095,LIBERTY CAR SERVICE INC.,,01/12/2015, 586 , 84 
,B00221,PROFESSIONAL CAR SERVICE INC,,01/12/2015, 562 , 81 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,01/12/2015, 508 , 153 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,01/12/2015," 1,094 ", 130 
,B00254,XYZ TWO WAY RADIO,,01/12/2015," 1,195 ", 300 
,B00280,FLEET RADIO DISPATCH CORP.,,01/12/2015, 270 , 84 
,B00310,WATSON CAR SERVICE INC.,,01/12/2015," 1,570 ", 150 
,B00381,BELL RADIO INC,,01/12/2015, 289 , 89 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,01/12/2015, 393 , 89 
,B00448,DIAL CAR INC.,,01/12/2015, 6 , 3 
,B00457,PREMIUM BRONX CORP,,01/12/2015," 1,161 ", 114 
,B00477,INTA-BORO ACRES INC,,01/12/2015, 580 , 146 
,B00552,HINO-MARU ENTERPRISES INC.,,01/12/2015, 37 , 24 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,01/12/2015, 16 , 8 
,B00837,CAREY LIMO N Y INC,,01/12/2015, 513 , 166 
,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,01/12/2015," 2,337 ", 710 
,B00919,HARLEM CARS INC.,,01/12/2015, 521 , 65 
,B00948,510 CAR SERVICE CORP,,01/12/2015, 542 , 56 
,B01066,DOMINICANA RAD DISP INC,,01/12/2015, 661 , 82 
,B01083,BROAD DYCKMAN C/S INC,,01/12/2015, 895 , 105 
,B01087,ELITE LIMO PLUS INC,,01/12/2015, 858 , 240 
,B01148,EVELYN CAR SERVICE INC,,01/12/2015, 466 , 62 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,01/12/2015, 293 , 87 
,B01282,NEW LOTS C/S INC,,01/12/2015," 1,017 ", 68 
,B01285,UNION RADIO DISPATCH INC,,01/12/2015," 1,283 ", 151 
,B01300,KENNEDY RAD DISP INC,,01/12/2015, 766 , 124 
,B01312,BROOKLYN RAD DISP INC,,01/12/2015, 844 , 109 
,B01313,JOY CAR SERVICES INC.,,01/12/2015, 24 , 21 
,B01315,"V.I.T. CAR SERVICE, INC.",,01/12/2015," 1,412 ", 145 
,B01341,A NEW DAY RAD DISP INC,,01/12/2015," 1,447 ", 153 
,b01346,ARECIBO C/S INC,,01/12/2015, 826 , 110 
,B01367    ,"ROYAL DISPATCH SERVICES, INC.",,01/12/2015, 205 , 72 
,B01386,FENIX CAR SVCE CORP,,01/12/2015," 2,152 ", 198 
,B01522,"STM ENTERPRISES,INC",,01/12/2015, 97 , 16 
,B01651,U.P.S. RADIO DISPATCH CORP.,,01/12/2015, 373 , 52 
,B01777,PREMIUM RADIO DISP & MULTI SVC,,01/12/2015, 760 , 136 
,B01848,GRAND LIMO & CAR SERVICE INC.,,01/12/2015, 7 , -   
,B01877,U.S.A. LIMO. INC.,,01/12/2015, 379 , 130 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,01/12/2015," 1,181 ", 118 
,B01949,FIRST CLASS OF NEW YORK INC.,,01/12/2015, 68 , 33 
,B01984,NY 88 EXPRESS CORP.,,01/12/2015, 509 , 93 
,B01990,SUK INCORPORATED,,01/12/2015, 108 , 31 
,B02003,"AVALON CORPORATE CAR,INC.",,01/12/2015, 224 , 81 
,B02022,GOLD SEAL CAR & LIMO INC.,,01/12/2015, 97 , 27 
,B02096,"CET GROUP, INC",,01/12/2015, 20 , 15 
,B02107,APOLLO RADIO DISPATCH INC.,,01/12/2015, 756 , 89 
,B02120,HARRISON GLOBAL LLC,,01/12/2015, 271 , 94 
,B02147,"MITA LIMOUSINE, INC.",,01/12/2015, 42 , 11 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,01/12/2015, 11 , 11 
,B02285,"VALERA GLOBAL, INC.",,01/12/2015, 235 , 82 
,B02475,ECKFORD LITE CAR & LIMO INC.,,01/12/2015, 17 , 6 
,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",,01/12/2015, 28 , 7 
,B02566,GSL LIMOUSINES CORP.,,01/12/2015, 8 , 7 
,B02569,GOGREENRIDE INC.,,01/12/2015, 194 , 1 
,B02653,NEW COLLEGE CAR SVCE INC,,01/12/2015," 1,054 ", 107 
,B02715,GROUNDANYWHERE LLC,,01/12/2015, 298 , 84 
,B00013,LOVE CORP CAR INC,,01/13/2015, 448 , 111 
,B00014,NY ONE CORP CAR INC,,01/13/2015, 663 , 169 
,B00029,COMMUNITY CAR SVC CORP,,01/13/2015," 1,267 ", 52 
,B00053,CHARGE AND RIDE INC,,01/13/2015, 119 , 67 
,B00095,LIBERTY CAR SERVICE INC.,,01/13/2015, 722 , 78 
